sim_id,run_time,lati,long,zagl,foot_nc,traj_rds
hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205816Z_b6ff7d3163db,2016-06-15T20:58:16Z,33.54792,-116.02766,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205816Z_b6ff7d3163db/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205816Z_b6ff7d3163db_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205816Z_b6ff7d3163db/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205816Z_b6ff7d3163db_traj.rds
hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205816Z_78fdf65ed152,2016-06-15T20:58:16Z,33.57819,-116.03972,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205816Z_78fdf65ed152/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205816Z_78fdf65ed152_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205816Z_78fdf65ed152/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205816Z_78fdf65ed152_traj.rds
hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205817Z_2a62082ff98f,2016-06-15T20:58:17Z,33.61776,-116.04353,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205817Z_2a62082ff98f/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205817Z_2a62082ff98f_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205817Z_2a62082ff98f/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205817Z_2a62082ff98f_traj.rds
hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205817Z_be9bfd7ab0a5,2016-06-15T20:58:17Z,33.54956,-116.05133,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205817Z_be9bfd7ab0a5/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205817Z_be9bfd7ab0a5_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205817Z_be9bfd7ab0a5/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205817Z_be9bfd7ab0a5_traj.rds
hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205817Z_25984a6ab944,2016-06-15T20:58:17Z,33.59877,-116.05293,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205817Z_25984a6ab944/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205817Z_25984a6ab944_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205817Z_25984a6ab944/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205817Z_25984a6ab944_traj.rds
hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205817Z_b9a647803052,2016-06-15T20:58:17Z,33.63832,-116.05637,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205817Z_b9a647803052/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205817Z_b9a647803052_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205817Z_b9a647803052/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205817Z_b9a647803052_traj.rds
hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205818Z_7cf280df8128,2016-06-15T20:58:18Z,33.58965,-116.06230,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205818Z_7cf280df8128/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205818Z_7cf280df8128_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205818Z_7cf280df8128/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205818Z_7cf280df8128_traj.rds
hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205818Z_71c14e281238,2016-06-15T20:58:18Z,33.67791,-116.06027,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205818Z_71c14e281238/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205818Z_71c14e281238_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205818Z_71c14e281238/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205818Z_71c14e281238_traj.rds
hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205818Z_7672d7b38a9f,2016-06-15T20:58:18Z,33.60964,-116.06780,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205818Z_7672d7b38a9f/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205818Z_7672d7b38a9f_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205818Z_7672d7b38a9f/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205818Z_7672d7b38a9f_traj.rds
hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205818Z_aa1d65b26950,2016-06-15T20:58:18Z,33.69786,-116.06587,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205818Z_aa1d65b26950/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205818Z_aa1d65b26950_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205818Z_aa1d65b26950/hrrr-analysis-20160615-p250-h24-m6ba3611cf560_20160615T205818Z_aa1d65b26950_traj.rds
