sim_id,run_time,lati,long,zagl,foot_nc,traj_rds
hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205740Z_ca4b1fe132fa,2016-10-21T20:57:40Z,33.54074,-116.00221,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205740Z_ca4b1fe132fa/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205740Z_ca4b1fe132fa_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205740Z_ca4b1fe132fa/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205740Z_ca4b1fe132fa_traj.rds
hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205741Z_802eb7511da4,2016-10-21T20:57:41Z,33.57272,-116.00665,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205741Z_802eb7511da4/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205741Z_802eb7511da4_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205741Z_802eb7511da4/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205741Z_802eb7511da4_traj.rds
hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205741Z_e29985f5866b,2016-10-21T20:57:41Z,33.62093,-116.02429,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205741Z_e29985f5866b/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205741Z_e29985f5866b_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205741Z_e29985f5866b/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205741Z_e29985f5866b_traj.rds
hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205741Z_0e7996692d96,2016-10-21T20:57:41Z,33.59652,-116.00440,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205741Z_0e7996692d96/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205741Z_0e7996692d96_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205741Z_0e7996692d96/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205741Z_0e7996692d96_traj.rds
hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205742Z_0a6a4f1c52a0,2016-10-21T20:57:42Z,33.64099,-116.02978,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205742Z_0a6a4f1c52a0/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205742Z_0a6a4f1c52a0_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205742Z_0a6a4f1c52a0/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205742Z_0a6a4f1c52a0_traj.rds
hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205742Z_16dfdd14dbae,2016-10-21T20:57:42Z,33.66100,-116.03534,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205742Z_16dfdd14dbae/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205742Z_16dfdd14dbae_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205742Z_16dfdd14dbae/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205742Z_16dfdd14dbae_traj.rds
hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205742Z_11ab7f1f3a94,2016-10-21T20:57:42Z,33.62019,-116.00268,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205742Z_11ab7f1f3a94/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205742Z_11ab7f1f3a94_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205742Z_11ab7f1f3a94/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205742Z_11ab7f1f3a94_traj.rds
hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205743Z_c6216abf1855,2016-10-21T20:57:43Z,33.69294,-116.03976,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205743Z_c6216abf1855/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205743Z_c6216abf1855_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205743Z_c6216abf1855/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205743Z_c6216abf1855_traj.rds
hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205743Z_da46a021f3f7,2016-10-21T20:57:43Z,33.64362,-116.00130,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205743Z_da46a021f3f7/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205743Z_da46a021f3f7_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205743Z_da46a021f3f7/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205743Z_da46a021f3f7_traj.rds
hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205743Z_51ffba70a149,2016-10-21T20:57:43Z,33.72099,-116.05199,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205743Z_51ffba70a149/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205743Z_51ffba70a149_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205743Z_51ffba70a149/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205743Z_51ffba70a149_traj.rds
hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205743Z_afb209f6c99d,2016-10-21T20:57:43Z,33.67193,-116.01298,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205743Z_afb209f6c99d/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205743Z_afb209f6c99d_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205743Z_afb209f6c99d/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205743Z_afb209f6c99d_traj.rds
hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205744Z_ab5c7368b2ca,2016-10-21T20:57:44Z,33.70020,-116.02476,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205744Z_ab5c7368b2ca/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205744Z_ab5c7368b2ca_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205744Z_ab5c7368b2ca/hrrr-analysis-20161021-p250-h24-mea4b64c6d8c3_20161021T205744Z_ab5c7368b2ca_traj.rds
