sim_id,run_time,lati,long,zagl,foot_nc,traj_rds
hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205259Z_a2cb75485e08,2017-11-18T20:52:59Z,32.00278,-117.84806,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205259Z_a2cb75485e08/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205259Z_a2cb75485e08_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205259Z_a2cb75485e08/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205259Z_a2cb75485e08_traj.rds
hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205300Z_7ce657a718c4,2017-11-18T20:53:00Z,32.05104,-117.86990,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205300Z_7ce657a718c4/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205300Z_7ce657a718c4_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205300Z_7ce657a718c4/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205300Z_7ce657a718c4_traj.rds
hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205300Z_40df2961375b,2017-11-18T20:53:00Z,32.01312,-117.84241,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205300Z_40df2961375b/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205300Z_40df2961375b_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205300Z_40df2961375b/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205300Z_40df2961375b_traj.rds
hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205301Z_cb68484f34ad,2017-11-18T20:53:01Z,32.00983,-117.82870,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205301Z_cb68484f34ad/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205301Z_cb68484f34ad_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205301Z_cb68484f34ad/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205301Z_cb68484f34ad_traj.rds
hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205301Z_e240ee2f27d2,2017-11-18T20:53:01Z,32.07933,-117.87063,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205301Z_e240ee2f27d2/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205301Z_e240ee2f27d2_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205301Z_e240ee2f27d2/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205301Z_e240ee2f27d2_traj.rds
hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205302Z_f45012aa4939,2017-11-18T20:53:02Z,32.04549,-117.84141,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205302Z_f45012aa4939/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205302Z_f45012aa4939_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205302Z_f45012aa4939/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205302Z_f45012aa4939_traj.rds
hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205302Z_2c8dffd2195b,2017-11-18T20:53:02Z,32.12779,-117.89253,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205302Z_2c8dffd2195b/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205302Z_2c8dffd2195b_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205302Z_2c8dffd2195b/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205302Z_2c8dffd2195b_traj.rds
hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205302Z_495382efb1c4,2017-11-18T20:53:02Z,32.06813,-117.84541,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205302Z_495382efb1c4/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205302Z_495382efb1c4_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205302Z_495382efb1c4/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205302Z_495382efb1c4_traj.rds
hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205302Z_a5729b82b582,2017-11-18T20:53:02Z,32.17616,-117.91450,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205302Z_a5729b82b582/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205302Z_a5729b82b582_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205302Z_a5729b82b582/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205302Z_a5729b82b582_traj.rds
hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205303Z_0f74ec0d7fa7,2017-11-18T20:53:03Z,32.12537,-117.87798,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205303Z_0f74ec0d7fa7/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205303Z_0f74ec0d7fa7_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205303Z_0f74ec0d7fa7/hrrr-analysis-20171118-p250-h24-m7422c4d441f0_20171118T205303Z_0f74ec0d7fa7_traj.rds
