sim_id,run_time,lati,long,zagl,foot_nc,traj_rds
hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210712Z_c1648b19975d,2017-10-06T21:07:12Z,33.86768,-118.06882,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210712Z_c1648b19975d/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210712Z_c1648b19975d_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210712Z_c1648b19975d/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210712Z_c1648b19975d_traj.rds
hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210713Z_d0fb75a6e41d,2017-10-06T21:07:13Z,33.87567,-117.91537,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210713Z_d0fb75a6e41d/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210713Z_d0fb75a6e41d_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210713Z_d0fb75a6e41d/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210713Z_d0fb75a6e41d_traj.rds
hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210715Z_a0811bce14ab,2017-10-06T21:07:15Z,33.81584,-118.12099,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210715Z_a0811bce14ab/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210715Z_a0811bce14ab_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210715Z_a0811bce14ab/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210715Z_a0811bce14ab_traj.rds
hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210715Z_c5f9eec250b8,2017-10-06T21:07:15Z,33.82904,-118.00132,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210715Z_c5f9eec250b8/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210715Z_c5f9eec250b8_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210715Z_c5f9eec250b8/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210715Z_c5f9eec250b8_traj.rds
hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210718Z_44d5440e5fa7,2017-10-06T21:07:18Z,33.89949,-117.98533,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210718Z_44d5440e5fa7/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210718Z_44d5440e5fa7_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210718Z_44d5440e5fa7/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210718Z_44d5440e5fa7_traj.rds
hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210719Z_460ca6d23883,2017-10-06T21:07:19Z,33.90030,-118.13673,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210719Z_460ca6d23883/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210719Z_460ca6d23883_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210719Z_460ca6d23883/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210719Z_460ca6d23883_traj.rds
hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210719Z_379d4588e641,2017-10-06T21:07:19Z,33.94830,-117.93351,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210719Z_379d4588e641/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210719Z_379d4588e641_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210719Z_379d4588e641/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210719Z_379d4588e641_traj.rds
hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210720Z_43a9acc8e5b0,2017-10-06T21:07:20Z,33.93561,-118.05235,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210720Z_43a9acc8e5b0/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210720Z_43a9acc8e5b0_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210720Z_43a9acc8e5b0/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210720Z_43a9acc8e5b0_traj.rds
hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210720Z_b82ccabf88e5,2017-10-06T21:07:20Z,33.98511,-118.00068,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210720Z_b82ccabf88e5/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210720Z_b82ccabf88e5_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210720Z_b82ccabf88e5/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210720Z_b82ccabf88e5_traj.rds
hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210721Z_8b27f1f8be05,2017-10-06T21:07:21Z,34.01563,-118.15697,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210721Z_8b27f1f8be05/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210721Z_8b27f1f8be05_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210721Z_8b27f1f8be05/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210721Z_8b27f1f8be05_traj.rds
hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210721Z_5d54536cb48a,2017-10-06T21:07:21Z,34.05249,-117.95174,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210721Z_5d54536cb48a/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210721Z_5d54536cb48a_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210721Z_5d54536cb48a/hrrr-analysis-20171006-p250-h24-mead396755655_20171006T210721Z_5d54536cb48a_traj.rds
