sim_id,run_time,lati,long,zagl,foot_nc,traj_rds
hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210659Z_1b5cd0154a74,2016-09-01T21:06:59Z,34.05799,-118.03909,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210659Z_1b5cd0154a74/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210659Z_1b5cd0154a74_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210659Z_1b5cd0154a74/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210659Z_1b5cd0154a74_traj.rds
hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210659Z_b4ba54ae7f0c,2016-09-01T21:06:59Z,34.03784,-118.15961,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210659Z_b4ba54ae7f0c/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210659Z_b4ba54ae7f0c_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210659Z_b4ba54ae7f0c/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210659Z_b4ba54ae7f0c_traj.rds
hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210659Z_66341129c759,2016-09-01T21:06:59Z,34.05964,-117.94626,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210659Z_66341129c759/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210659Z_66341129c759_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210659Z_66341129c759/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210659Z_66341129c759_traj.rds
hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210701Z_909deabb20e3,2016-09-01T21:07:01Z,33.96530,-118.05347,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210701Z_909deabb20e3/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210701Z_909deabb20e3_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210701Z_909deabb20e3/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210701Z_909deabb20e3_traj.rds
hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210705Z_4534fc3a363d,2016-09-01T21:07:05Z,33.83287,-118.12029,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210705Z_4534fc3a363d/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210705Z_4534fc3a363d_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210705Z_4534fc3a363d/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210705Z_4534fc3a363d_traj.rds
hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210707Z_ed20e7c86689,2016-09-01T21:07:07Z,33.87928,-117.92149,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210707Z_ed20e7c86689/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210707Z_ed20e7c86689_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210707Z_ed20e7c86689/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210707Z_ed20e7c86689_traj.rds
hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210708Z_420bb6a98e4f,2016-09-01T21:07:08Z,33.87939,-118.04040,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210708Z_420bb6a98e4f/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210708Z_420bb6a98e4f_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210708Z_420bb6a98e4f/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210708Z_420bb6a98e4f_traj.rds
hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210709Z_318b4c47207e,2016-09-01T21:07:09Z,33.91784,-118.13633,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210709Z_318b4c47207e/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210709Z_318b4c47207e_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210709Z_318b4c47207e/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210709Z_318b4c47207e_traj.rds
hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210710Z_9adb068abb90,2016-09-01T21:07:10Z,33.99091,-117.97282,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210710Z_9adb068abb90/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210710Z_9adb068abb90_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210710Z_9adb068abb90/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210710Z_9adb068abb90_traj.rds
hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210711Z_08dfafa58781,2016-09-01T21:07:11Z,34.01345,-118.09541,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210711Z_08dfafa58781/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210711Z_08dfafa58781_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210711Z_08dfafa58781/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210711Z_08dfafa58781_traj.rds
hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210713Z_9db67295cc08,2016-09-01T21:07:13Z,34.11586,-118.11478,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210713Z_9db67295cc08/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210713Z_9db67295cc08_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210713Z_9db67295cc08/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210713Z_9db67295cc08_traj.rds
hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210714Z_f6a4e4ab7277,2016-09-01T21:07:14Z,34.15897,-118.03379,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210714Z_f6a4e4ab7277/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210714Z_f6a4e4ab7277_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210714Z_f6a4e4ab7277/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210714Z_f6a4e4ab7277_traj.rds
hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210714Z_6810e3553460,2016-09-01T21:07:14Z,34.16151,-118.18131,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210714Z_6810e3553460/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210714Z_6810e3553460_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210714Z_6810e3553460/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210714Z_6810e3553460_traj.rds
hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210716Z_af5cba56a55f,2016-09-01T21:07:16Z,34.26086,-118.05090,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210716Z_af5cba56a55f/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210716Z_af5cba56a55f_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210716Z_af5cba56a55f/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210716Z_af5cba56a55f_traj.rds
hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210717Z_b31824b337fc,2016-09-01T21:07:17Z,34.27306,-118.16998,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210717Z_b31824b337fc/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210717Z_b31824b337fc_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210717Z_b31824b337fc/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210717Z_b31824b337fc_traj.rds
hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210720Z_7e1c9784baf6,2016-09-01T21:07:20Z,34.33068,-118.00336,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210720Z_7e1c9784baf6/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210720Z_7e1c9784baf6_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210720Z_7e1c9784baf6/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210720Z_7e1c9784baf6_traj.rds
hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210726Z_28cedd6c59b4,2016-09-01T21:07:26Z,34.19527,-118.12302,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210726Z_28cedd6c59b4/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210726Z_28cedd6c59b4_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210726Z_28cedd6c59b4/hrrr-analysis-20160901-p250-h24-m60658ab86fa5_20160901T210726Z_28cedd6c59b4_traj.rds
