sim_id,run_time,lati,long,zagl,foot_nc,traj_rds
hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205541Z_002c1e5c527b,2017-03-14T20:55:41Z,34.65512,-117.64673,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205541Z_002c1e5c527b/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205541Z_002c1e5c527b_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205541Z_002c1e5c527b/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205541Z_002c1e5c527b_traj.rds
hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205541Z_2040661c1c9b,2017-03-14T20:55:41Z,34.64735,-117.70817,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205541Z_2040661c1c9b/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205541Z_2040661c1c9b_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205541Z_2040661c1c9b/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205541Z_2040661c1c9b_traj.rds
hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205543Z_697632aeb2a1,2017-03-14T20:55:43Z,34.65051,-117.77412,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205543Z_697632aeb2a1/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205543Z_697632aeb2a1_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205543Z_697632aeb2a1/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205543Z_697632aeb2a1_traj.rds
hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205544Z_0927fad9b2d4,2017-03-14T20:55:44Z,34.68285,-117.72269,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205544Z_0927fad9b2d4/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205544Z_0927fad9b2d4_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205544Z_0927fad9b2d4/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205544Z_0927fad9b2d4_traj.rds
hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205545Z_f109c9bf9ff5,2017-03-14T20:55:45Z,34.70057,-117.79395,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205545Z_f109c9bf9ff5/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205545Z_f109c9bf9ff5_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205545Z_f109c9bf9ff5/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205545Z_f109c9bf9ff5_traj.rds
hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205545Z_d900226942ce,2017-03-14T20:55:45Z,34.72233,-117.67426,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205545Z_d900226942ce/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205545Z_d900226942ce_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205545Z_d900226942ce/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205545Z_d900226942ce_traj.rds
hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205545Z_a31e31459668,2017-03-14T20:55:45Z,34.72652,-117.90033,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205545Z_a31e31459668/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205545Z_a31e31459668_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205545Z_a31e31459668/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205545Z_a31e31459668_traj.rds
hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205546Z_36e5aff127f1,2017-03-14T20:55:46Z,34.77474,-117.72652,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205546Z_36e5aff127f1/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205546Z_36e5aff127f1_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205546Z_36e5aff127f1/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205546Z_36e5aff127f1_traj.rds
hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205546Z_657acb856ede,2017-03-14T20:55:46Z,34.76892,-117.78838,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205546Z_657acb856ede/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205546Z_657acb856ede_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205546Z_657acb856ede/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205546Z_657acb856ede_traj.rds
hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205546Z_00c3e144aa25,2017-03-14T20:55:46Z,34.76912,-117.85255,5,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205546Z_00c3e144aa25/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205546Z_00c3e144aa25_foot.nc,/mnt/d/lagrangian-jepa-cn/reuse_stilt/server_backup_20260830/stilt/out/by-id/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205546Z_00c3e144aa25/hrrr-analysis-20170314-p250-h24-m0a7d3488d589_20170314T205546Z_00c3e144aa25_traj.rds
